municipio_id,municipio_nome,municipio_nome_normalizado
5204607,Campestre de Goiás,CAMPESTRE DE GOIAS
5204656,Campinaçu,CAMPINACU
5204706,Campinorte,CAMPINORTE
5204805,Campo Alegre de Goiás,CAMPO ALEGRE DE GOIAS
5204854,Campo Limpo de Goiás,CAMPO LIMPO DE GOIAS
5204904,Campos Belos,CAMPOS BELOS
5204953,Campos Verdes,CAMPOS VERDES
5205000,Carmo do Rio Verde,CARMO DO RIO VERDE
5205059,Castelândia,CASTELANDIA
5205109,Catalão,CATALAO
5205208,Caturaí,CATURAI
5205307,Cavalcante,CAVALCANTE
5205406,Ceres,CERES
5205455,Cezarina,CEZARINA
5205471,Chapadão do Céu,CHAPADAO DO CEU
5205497,Cidade Ocidental,CIDADE OCIDENTAL
5205513,Cocalzinho de Goiás,COCALZINHO DE GOIAS
5205521,Colinas do Sul,COLINAS DO SUL
5205703,Córrego do Ouro,CORREGO DO OURO
5205802,Corumbá de Goiás,CORUMBA DE GOIAS
5205901,Corumbaíba,CORUMBAIBA
5206206,Cristalina,CRISTALINA
5206305,Cristianópolis,CRISTIANOPOLIS
5206404,Crixás,CRIXAS
5206503,Cromínia,CROMINIA
5206602,Cumari,CUMARI
5206701,Damianópolis,DAMIANOPOLIS
5206800,Damolândia,DAMOLANDIA
5206909,Davinópolis,DAVINOPOLIS
5207105,Diorama,DIORAMA
5207253,Doverlândia,DOVERLANDIA
5207352,Edealina,EDEALINA
5207402,Edéia,EDEIA
5207501,Estrela do Norte,ESTRELA DO NORTE
5207535,Faina,FAINA
5207600,Fazenda Nova,FAZENDA NOVA
5207808,Firminópolis,FIRMINOPOLIS
5207907,Flores de Goiás,FLORES DE GOIAS
5208004,Formosa,FORMOSA
5208103,Formoso,FORMOSO
5208152,Gameleira de Goiás,GAMELEIRA DE GOIAS
5208301,Divinópolis de Goiás,DIVINOPOLIS DE GOIAS
5208400,Goianápolis,GOIANAPOLIS
5208509,Goiandira,GOIANDIRA
5208608,Goianésia,GOIANESIA
5208707,Goiânia,GOIANIA
5208806,Goianira,GOIANIRA
5208905,Goiás,GOIAS
5209101,Goiatuba,GOIATUBA
5209150,Gouvelândia,GOUVELANDIA
5209200,Guapó,GUAPO
5209291,Guaraíta,GUARAITA
5209408,Guarani de Goiás,GUARANI DE GOIAS
5209457,Guarinos,GUARINOS
5209606,Heitoraí,HEITORAI
5209705,Hidrolândia,HIDROLANDIA
5209804,Hidrolina,HIDROLINA
5209903,Iaciara,IACIARA
5209937,Inaciolândia,INACIOLANDIA
5209952,Indiara,INDIARA
5210000,Inhumas,INHUMAS
5210109,Ipameri,IPAMERI
5210158,Ipiranga de Goiás,IPIRANGA DE GOIAS
5210208,Iporá,IPORA
5210307,Israelândia,ISRAELANDIA
5210406,Itaberaí,ITABERAI
5210562,Itaguari,ITAGUARI
5210604,Itaguaru,ITAGUARU
5210802,Itajá,ITAJA
5210901,Itapaci,ITAPACI
5211008,Itapirapuã,ITAPIRAPUA
5211206,Itapuranga,ITAPURANGA
5211305,Itarumã,ITARUMA
5211404,Itauçu,ITAUCU
5211503,Itumbiara,ITUMBIARA
5211602,Ivolândia,IVOLANDIA
5211701,Jandaia,JANDAIA
5211800,Jaraguá,JARAGUA
5211909,Jataí,JATAI
5212006,Jaupaci,JAUPACI
5212055,Jesúpolis,JESUPOLIS
5212105,Joviânia,JOVIANIA
5212204,Jussara,JUSSARA
5212253,Lagoa Santa,LAGOA SANTA
5212303,Leopoldo de Bulhões,LEOPOLDO DE BULHOES
5212501,Luziânia,LUZIANIA
5212600,Mairipotaba,MAIRIPOTABA
5212709,Mambaí,MAMBAI
5212808,Mara Rosa,MARA ROSA
5212907,Marzagão,MARZAGAO
5212956,Matrinchã,MATRINCHA
5213004,Maurilândia,MAURILANDIA
5213053,Mimoso de Goiás,MIMOSO DE GOIAS
5213087,Minaçu,MINACU
5213103,Mineiros,MINEIROS
5213400,Moiporá,MOIPORA
5213509,Monte Alegre de Goiás,MONTE ALEGRE DE GOIAS
5213707,Montes Claros de Goiás,MONTES CLAROS DE GOIAS
5213756,Montividiu,MONTIVIDIU
5213772,Montividiu do Norte,MONTIVIDIU DO NORTE
5213806,Morrinhos,MORRINHOS
5213855,Morro Agudo de Goiás,MORRO AGUDO DE GOIAS
5213905,Mossâmedes,MOSSAMEDES
5214002,Mozarlândia,MOZARLANDIA
5214051,Mundo Novo,MUNDO NOVO
5214101,Mutunópolis,MUTUNOPOLIS
5214408,Nazário,NAZARIO
5214507,Nerópolis,NEROPOLIS
5214606,Niquelândia,NIQUELANDIA
5214705,Nova América,NOVA AMERICA
5214804,Nova Aurora,NOVA AURORA
5214838,Nova Crixás,NOVA CRIXAS
5214861,Nova Glória,NOVA GLORIA
5214879,Nova Iguaçu de Goiás,NOVA IGUACU DE GOIAS
5214903,Nova Roma,NOVA ROMA
5215009,Nova Veneza,NOVA VENEZA
5215207,Novo Brasil,NOVO BRASIL
5215231,Novo Gama,NOVO GAMA
5215256,Novo Planalto,NOVO PLANALTO
5215306,Orizona,ORIZONA
5215405,Ouro Verde de Goiás,OURO VERDE DE GOIAS
5215504,Ouvidor,OUVIDOR
5215603,Padre Bernardo,PADRE BERNARDO
5215652,Palestina de Goiás,PALESTINA DE GOIAS
5215702,Palmeiras de Goiás,PALMEIRAS DE GOIAS
5215801,Palmelo,PALMELO
5215900,Palminópolis,PALMINOPOLIS
5216007,Panamá,PANAMA
5216304,Paranaiguara,PARANAIGUARA
5216403,Paraúna,PARAUNA
5216452,Perolândia,PEROLANDIA
5216809,Petrolina de Goiás,PETROLINA DE GOIAS
5216908,Pilar de Goiás,PILAR DE GOIAS
5217104,Piracanjuba,PIRACANJUBA
5217203,Piranhas,PIRANHAS
5217302,Pirenópolis,PIRENOPOLIS
5217401,Pires do Rio,PIRES DO RIO
5217609,Planaltina,PLANALTINA
5217708,Pontalina,PONTALINA
5218003,Porangatu,PORANGATU
5218052,Porteirão,PORTEIRAO
5218102,Portelândia,PORTELANDIA
5218300,Posse,POSSE
5218391,Professor Jamil,PROFESSOR JAMIL
5218508,Quirinópolis,QUIRINOPOLIS
5218607,Rialma,RIALMA
5218706,Rianápolis,RIANAPOLIS
5218789,Rio Quente,RIO QUENTE
5218805,Rio Verde,RIO VERDE
5218904,Rubiataba,RUBIATABA
5219001,Sanclerlândia,SANCLERLANDIA
5219100,Santa Bárbara de Goiás,SANTA BARBARA DE GOIAS
5219209,Santa Cruz de Goiás,SANTA CRUZ DE GOIAS
5219258,Santa Fé de Goiás,SANTA FE DE GOIAS
5219308,Santa Helena de Goiás,SANTA HELENA DE GOIAS
5219357,Santa Isabel,SANTA ISABEL
5219407,Santa Rita do Araguaia,SANTA RITA DO ARAGUAIA
5219456,Santa Rita do Novo Destino,SANTA RITA DO NOVO DESTINO
5219506,Santa Rosa de Goiás,SANTA ROSA DE GOIAS
5219605,Santa Tereza de Goiás,SANTA TEREZA DE GOIAS
5219704,Santa Terezinha de Goiás,SANTA TEREZINHA DE GOIAS
5219712,Santo Antônio da Barra,SANTO ANTONIO DA BARRA
5219738,Santo Antônio de Goiás,SANTO ANTONIO DE GOIAS
5219753,Santo Antônio do Descoberto,SANTO ANTONIO DO DESCOBERTO
5219803,São Domingos,SAO DOMINGOS
5219902,São Francisco de Goiás,SAO FRANCISCO DE GOIAS
5220009,São João d'Aliança,SAO JOAO D'ALIANCA
5220058,São João da Paraúna,SAO JOAO DA PARAUNA
5220108,São Luís de Montes Belos,SAO LUIS DE MONTES BELOS
5220157,São Luiz do Norte,SAO LUIZ DO NORTE
5220207,São Miguel do Araguaia,SAO MIGUEL DO ARAGUAIA
5220264,São Miguel do Passa Quatro,SAO MIGUEL DO PASSA QUATRO
5220280,São Patrício,SAO PATRICIO
5220405,São Simão,SAO SIMAO
5220454,Senador Canedo,SENADOR CANEDO
5220504,Serranópolis,SERRANOPOLIS
5220603,Silvânia,SILVANIA
5220686,Simolândia,SIMOLANDIA
5220702,Sítio d'Abadia,SITIO D'ABADIA
5221007,Taquaral de Goiás,TAQUARAL DE GOIAS
5221080,Teresina de Goiás,TERESINA DE GOIAS
5221197,Terezópolis de Goiás,TEREZOPOLIS DE GOIAS
5221304,Três Ranchos,TRES RANCHOS
5221403,Trindade,TRINDADE
5221452,Trombas,TROMBAS
5221502,Turvânia,TURVANIA
5221551,Turvelândia,TURVELANDIA
5221577,Uirapuru,UIRAPURU
5221601,Uruaçu,URUACU
5221700,Uruana,URUANA
5221809,Urutaí,URUTAI
5221858,Valparaíso de Goiás,VALPARAISO DE GOIAS
5221908,Varjão,VARJAO
5222005,Vianópolis,VIANOPOLIS
5222054,Vicentinópolis,VICENTINOPOLIS
5222203,Vila Boa,VILA BOA
5222302,Vila Propício,VILA PROPICIO
5300108,Brasília,BRASILIA
